sample_id,arm,language,repo_name,repo_url,pr_identifier,path,line_count,source_license,attribution_strength,content_sha256
agent_attributed_0105,agent_attributed,javascript,microsoft/graphitation,https://api.github.com/repos/microsoft/graphitation,584,packages/apollo-forest-run/benchmarks/performance/src/values/traverse.js,233,unknown,dataset_labeled,3d03339b6ed7d3af10ea8754c3b3433cb36457f39643e861015702f28cc3fd0a
agent_attributed_0106,agent_attributed,javascript,microsoft/graphitation,https://api.github.com/repos/microsoft/graphitation,584,packages/apollo-forest-run/benchmarks/performance/src/values/traverse.js,233,unknown,dataset_labeled,3d03339b6ed7d3af10ea8754c3b3433cb36457f39643e861015702f28cc3fd0a
agent_attributed_0107,agent_attributed,javascript,mebjas/html5-qrcode,https://api.github.com/repos/mebjas/html5-qrcode,997,output/tests/src/native-bar-code-detector.js,112,unknown,dataset_labeled,55804efa77b85a41fb0801bb8592fcf8e95dafb46ad3745038063b468b120249
agent_attributed_0108,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13154,test/spec/modules/intentIqIdSystem_spec.js,661,unknown,dataset_labeled,c65e65c731caad59e0e79daa562ad30b3798e23f0bd6856439200629a7c9877a
agent_attributed_0109,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13154,test/spec/modules/intentIqIdSystem_spec.js,167,unknown,dataset_labeled,26e3df3979bd5ce61d1664b84996004f7e0b6180737d1071e555e80d5591e3be
agent_attributed_0110,agent_attributed,javascript,rcourtman/Pulse,https://api.github.com/repos/rcourtman/Pulse,192,src/public/js/ui/thresholds.js,148,unknown,dataset_labeled,5eadaa549dbb6389c9ad99c9ba5adddab41e1269049117699d30cf303bbf7ed0
agent_attributed_0111,agent_attributed,javascript,CEPT-VZG/digipin,https://api.github.com/repos/CEPT-VZG/digipin,22,lib/analysis/density.js,346,unknown,dataset_labeled,d684e880890d4da0c241d3c19d8cd019ce62d7e2b28fc37431735c5411f72848
agent_attributed_0112,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13233,modules/intentIqIdSystem.js,418,unknown,dataset_labeled,6ba774edc07c0f2a1a4e2dd810f735f78a405314c08fa40645cf20c427d18961
agent_attributed_0113,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13575,test/spec/modules/robustAppsBidAdapter_spec.js,441,unknown,dataset_labeled,94996d3ed6dbaac8238aa7209d2c1d3a0f1f8536ef961ed8294850825d76ac41
agent_attributed_0114,agent_attributed,javascript,microsoft/vscode-mssql,https://api.github.com/repos/microsoft/vscode-mssql,19567,scripts/copy-assets.js,131,unknown,dataset_labeled,21dc54d9d6cd58aa39bd1de422d11964381e3ec890e345575338c5523a1c60d7
agent_attributed_0115,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13290,modules/luponmediaBidAdapter.js,167,unknown,dataset_labeled,e0f81d5c5cea50e0776102950c9e158678b16bc5aece266848c3b8808f299737
agent_attributed_0116,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13314,modules/startioBidAdapter.js,108,unknown,dataset_labeled,1f418a110c9220785e3265f875864995ece23c8b7e84bd23b1a3193b856bfe2d
agent_attributed_0117,agent_attributed,javascript,goodjoblife/GoodJobShare,https://api.github.com/repos/goodjoblife/GoodJobShare,1520,src/actions/jobTitle.js,118,unknown,dataset_labeled,fe88f8dd7c4bd2c6509b697d332b65c2589a231658118f805f2539b3777e9340
agent_attributed_0118,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13355,test/spec/modules/vidoomyBidAdapter_spec.js,121,unknown,dataset_labeled,86532ac70a3c858ee1b738c804aad51b7fe006161a7173727f433b63e33db7ba
agent_attributed_0119,agent_attributed,javascript,eyaltoledano/claude-task-master,https://api.github.com/repos/eyaltoledano/claude-task-master,783,mcp-server/src/core/direct-functions/rename-tag.js,118,unknown,dataset_labeled,df86cabf19c9f2d3813a0595f05c0d488d4588b6914f0e792d61c35be336109b
agent_attributed_0120,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13609,test/spec/modules/datablocksBidAdapter_spec.js,122,unknown,dataset_labeled,e7650fe4b3bb582922d4f35c6440b93c60c55d8da130266ecc1a2738936960dc
agent_attributed_0121,agent_attributed,javascript,MontrealAI/AGI-Alpha-Agent-v0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,2576,docs/alpha_agi_insight_v1/script.js,114,unknown,dataset_labeled,2bee852f7c2ed32cf8e7f8e8321b157636f90aaf990efb7aa32ecde5a9a142cc
agent_attributed_0122,agent_attributed,javascript,RyanSusana/elepy,https://api.github.com/repos/RyanSusana/elepy,182,admin/src/main/resources/frontend/src/router.js,118,unknown,dataset_labeled,db8c05d17649eeb9c0874c51ef8338a456efa7150cbdcd0ff93f88c50b673969
agent_attributed_0123,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13149,test/spec/modules/programmaticXBidAdapter_spec.js,518,unknown,dataset_labeled,ac129fc2e495c20a623a36fee5972459729f910a55cfc501f4c15b7339f9e6b3
agent_attributed_0124,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13257,libraries/hypelabUtils/hypelabUtils.js,182,unknown,dataset_labeled,585e14896db0b0af86bba434fb85f426cd3c7ae82734809af391eeac672df707
agent_attributed_0125,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13154,test/spec/modules/condorxBidAdapter_spec.js,366,unknown,dataset_labeled,c5a4fee63ea9911e0a3d9880f66619a187181f67962a79c6bea9c6da340092ce
agent_attributed_0126,agent_attributed,javascript,eyaltoledano/claude-task-master,https://api.github.com/repos/eyaltoledano/claude-task-master,925,tests/unit/task-validator-error-handling.test.js,192,unknown,dataset_labeled,250a22f1da344be8e5d729eeef1d283d7f9578099bacfb29a3af1ba3b386828b
agent_attributed_0127,agent_attributed,javascript,OHIF/Viewers,https://api.github.com/repos/OHIF/Viewers,5097,modes/usAnnotation/src/initToolGroups.js,316,unknown,dataset_labeled,fb22016ba1d753fda9b5f9abc5b925b49cb460ca6f392a9118057099a1b60c2f
agent_attributed_0128,agent_attributed,javascript,Deepractice/PromptX,https://api.github.com/repos/Deepractice/PromptX,180,src/tests/core/resource/ResourceManager.unit.test.js,290,unknown,dataset_labeled,95f841b1fb92826de39377477153028cddb3a865317e466806c95579231925a7
agent_attributed_0129,agent_attributed,javascript,Rello/analytics,https://api.github.com/repos/Rello/analytics,475,js/visualization.js,100,unknown,dataset_labeled,a043ae08f0ff7ab113f4d300200c37a6295488b55ac5ca3419f38c2ed5fa91be
agent_attributed_0130,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13524,test/spec/modules/datablocksBidAdapter_spec.js,122,unknown,dataset_labeled,9ce223db6eb6c2ecdde6d6d0e36efe5ac123e5cdd51facc5dd9e182baebe01df
agent_attributed_0131,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13325,test/spec/modules/excoBidAdapter_spec.js,171,unknown,dataset_labeled,d165c284e36bb1475cf9c9b0f1275ff9298f9d1a4529b96b8b3f38a5a16839b7
agent_attributed_0132,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13284,test/spec/modules/pinkLionBidAdapter_spec.js,480,unknown,dataset_labeled,def0604ef72c56ad8dafc07b60f3f7ad48bd3ab47ae9a5d1ef12b617a0fa6ad5
agent_attributed_0133,agent_attributed,javascript,OpenFIGI/api-examples,https://api.github.com/repos/OpenFIGI/api-examples,61,javascript/web/server.mjs,107,unknown,dataset_labeled,5014fe88b6709e9dbf8907c7d706dcaef33ea4844773ae0f43ddfa3c6c3643dd
agent_attributed_0134,agent_attributed,javascript,unbug/codelf,https://api.github.com/repos/unbug/codelf,145,src/models/metadata/DeepSeekData.js,237,unknown,dataset_labeled,042603446bf9232b36b62ec99531535e770bad4d131bc8959db3072882b56914
agent_attributed_0135,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13154,test/spec/modules/equativBidAdapter_spec.js,131,unknown,dataset_labeled,06994907df9a29171536b983dbc846bd0fdb429836d87c61922cf28e4fdd7e82
agent_attributed_0136,agent_attributed,javascript,Deepractice/PromptX,https://api.github.com/repos/Deepractice/PromptX,180,src/tests/core/resource/discovery/DiscoveryManager.unit.test.js,186,unknown,dataset_labeled,2f29c567d4b9346ad6fe0047ca6522137ac059be7edbb841396890ba442ad25d
agent_attributed_0137,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13252,libraries/blueUtils/bidderUtils.js,113,unknown,dataset_labeled,200d9e156a375dca980fed1d75f4c90b38131dd8fc36af8b2c0adafa2bdc3ecd
agent_attributed_0138,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13301,libraries/hypelabUtils/hypelabUtils.js,182,unknown,dataset_labeled,585e14896db0b0af86bba434fb85f426cd3c7ae82734809af391eeac672df707
agent_attributed_0139,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13469,test/spec/modules/teadsBidAdapter_spec.js,100,unknown,dataset_labeled,740cda4ca15d2b3009884fe002cb445d15c0dbf9bcfd995d86c31109e90a24f2
agent_attributed_0140,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13243,modules/concertBidAdapter.js,149,unknown,dataset_labeled,37d216e378701f1d235f8d37c1164542915a768504be2b3be3512853f552137e
agent_attributed_0141,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13368,test/spec/modules/vidoomyBidAdapter_spec.js,121,unknown,dataset_labeled,86532ac70a3c858ee1b738c804aad51b7fe006161a7173727f433b63e33db7ba
agent_attributed_0142,agent_attributed,javascript,EduMIPS64/edumips64,https://api.github.com/repos/EduMIPS64/edumips64,1364,docs/user/en/output/html/_static/language_data.js,191,unknown,dataset_labeled,01f8cd50031e1cf3dd7351b9b9a11f3f1f1e0509c3ca0c5e71a4d6d5281be62e
agent_attributed_0143,agent_attributed,javascript,EduMIPS64/edumips64,https://api.github.com/repos/EduMIPS64/edumips64,1364,docs/user/en/output/html/_static/language_data.js,191,unknown,dataset_labeled,01f8cd50031e1cf3dd7351b9b9a11f3f1f1e0509c3ca0c5e71a4d6d5281be62e
agent_attributed_0144,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13308,test/spec/modules/intentIqAnalyticsAdapter_spec.js,229,unknown,dataset_labeled,2581153ef3ae60ceaf593aebfdae71f4c8fbcc53fa85e5437386ce9d1977bf3a
agent_attributed_0145,agent_attributed,javascript,siteboon/claudecodeui,https://api.github.com/repos/siteboon/claudecodeui,57,src/components/ToolsSettings.jsx,962,unknown,dataset_labeled,4a661275aa0f2b7b2ea92fa90c1b5b61dc9076c40030b088ecd11cba946110f7
agent_attributed_0146,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13257,test/spec/modules/intentIqAnalyticsAdapter_spec.js,229,unknown,dataset_labeled,2581153ef3ae60ceaf593aebfdae71f4c8fbcc53fa85e5437386ce9d1977bf3a
agent_attributed_0147,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13313,modules/startioBidAdapter.js,108,unknown,dataset_labeled,1f418a110c9220785e3265f875864995ece23c8b7e84bd23b1a3193b856bfe2d
agent_attributed_0148,agent_attributed,javascript,robinp7720/Oblecto,https://api.github.com/repos/robinp7720/Oblecto,133,src/submodules/ffmpeg.js,164,unknown,dataset_labeled,5ba31370bf02678f74ba6cb3b9469a25c3a87dcd4fd68e75111cec8bb1fcedeb
agent_attributed_0149,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13252,test/spec/modules/intentIqIdSystem_spec.js,661,unknown,dataset_labeled,c65e65c731caad59e0e79daa562ad30b3798e23f0bd6856439200629a7c9877a
agent_attributed_0150,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13368,test/spec/modules/realTimeDataModule_spec.js,122,unknown,dataset_labeled,abbf1bd46037b24d7ffd55e8338cf1757f1f02eb163255b27a718bcb279ad74e
agent_attributed_0151,agent_attributed,javascript,Agoric/agoric-sdk,https://api.github.com/repos/Agoric/agoric-sdk,11622,golang/cosmos/scripts/test-comprehensive.js,142,unknown,dataset_labeled,f459da9a234d232c67388835b4e7ceffa139a7d36e3b387077da7e91af1fda13
agent_attributed_0152,agent_attributed,javascript,Rello/audioplayer,https://api.github.com/repos/Rello/audioplayer,621,js/app.js,183,unknown,dataset_labeled,da581adfcd52e25691168b91e0f49dbadb91549be5a3baacb39b0cc1cb543445
agent_attributed_0153,agent_attributed,javascript,CEPT-VZG/digipin,https://api.github.com/repos/CEPT-VZG/digipin,22,lib/utils/neighbors.js,265,unknown,dataset_labeled,15b05e6d026dddf7dee0b8ea983ffd9ba9341f0d25948b2a3fb511f7296f5f48
agent_attributed_0154,agent_attributed,javascript,CEPT-VZG/digipin,https://api.github.com/repos/CEPT-VZG/digipin,22,lib/utils/clustering.js,331,unknown,dataset_labeled,9535658f5f0cfc0f06495e506f8fed0e65a52b4aad2b11a39003a525aae55dba
agent_attributed_0155,agent_attributed,javascript,Alfresco/alfresco-ng2-components,https://api.github.com/repos/Alfresco/alfresco-ng2-components,11060,tools/doc/tools/typeLinker.js,244,unknown,dataset_labeled,db88f840310c3a9a0337cfa96020869dd668cb5271ee5d698b18da66aded25ec
agent_attributed_0156,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13355,test/spec/modules/cwireBidAdapter_spec.js,480,unknown,dataset_labeled,7dbfd2a376c211a26bc72c8676558a2d49d47bd61e38e2408c98c4d0b6c18b2a
agent_attributed_0157,agent_attributed,javascript,Deepractice/PromptX,https://api.github.com/repos/Deepractice/PromptX,130,src/lib/core/resource/protocols/ProjectProtocol.js,111,unknown,dataset_labeled,2b4813f1e4f5af18bbb74e5c55d2f88467e1acc2becd1e79ae2a3c134b756d22
agent_attributed_0158,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13314,libraries/hypelabUtils/hypelabUtils.js,182,unknown,dataset_labeled,585e14896db0b0af86bba434fb85f426cd3c7ae82734809af391eeac672df707
agent_attributed_0159,agent_attributed,javascript,Alfresco/alfresco-ng2-components,https://api.github.com/repos/Alfresco/alfresco-ng2-components,11060,tools/doc/mqDefs.js,238,unknown,dataset_labeled,910c549f469f110fc73f06fc7871e8ce3ac196a782a195112913a36977bf997d
agent_attributed_0160,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13325,test/spec/modules/stvBidAdapter_spec.js,133,unknown,dataset_labeled,614e03b45dbdee9c9d7d1e22014b3b0b9427b60531a6504aa6e1c99ad6a02af0
agent_attributed_0161,agent_attributed,javascript,ruvnet/claude-flow,https://api.github.com/repos/ruvnet/claude-flow,523,scripts/js-to-ts.js,871,unknown,dataset_labeled,41e224d5c8bff4e7055fc06007387285869c58b2e13e1002534d1187cf283bb1
agent_attributed_0162,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13299,libraries/blueUtils/bidderUtils.js,113,unknown,dataset_labeled,200d9e156a375dca980fed1d75f4c90b38131dd8fc36af8b2c0adafa2bdc3ecd
agent_attributed_0163,agent_attributed,javascript,microsoft/ApplicationInsights-JS,https://api.github.com/repos/microsoft/ApplicationInsights-JS,2548,AISKU/Tests/CloudFlareWorkerRepro/test-esbuild.js,162,unknown,dataset_labeled,074042c71de5f562d27aeac7ca322821d8792932c504f2ec9399266c61b07e58
agent_attributed_0164,agent_attributed,javascript,microsoft/genaiscript,https://api.github.com/repos/microsoft/genaiscript,1740,packages/core/.tshy-build/esm/azurecontentsafety.js,215,unknown,dataset_labeled,7f07773886a864f6e494d10523b50535b1c68b5793233e8b78097c763cf61d3d
agent_attributed_0165,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13223,test/spec/modules/contxtfulBidAdapter_spec.js,740,unknown,dataset_labeled,8c59c25bbc128fa099b963fb203d1ed9ee6c43f296d0a27996bf204d5cf7590f
agent_attributed_0166,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13524,test/spec/modules/stvBidAdapter_spec.js,110,unknown,dataset_labeled,4cfb8fe8e2a2bd2348469fc8f6a2b03b828e7ac7ddca4b56dc178223ae55650d
agent_attributed_0167,agent_attributed,javascript,CarGuo/GSYGithubAPP,https://api.github.com/repos/CarGuo/GSYGithubAPP,138,app/navigation/NavigationService.js,124,unknown,dataset_labeled,481de02f2d2346fbc4951b36682ef6ace74533f86c44bb2a136dec81c5f12977
agent_attributed_0168,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13223,test/spec/modules/cwireBidAdapter_spec.js,138,unknown,dataset_labeled,f7b887c50967a13e7f1f59f363cc2a98ad79dc5c46c0a47a02c8bf383c05bb81
agent_attributed_0169,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13228,test/spec/modules/intentIqAnalyticsAdapter_spec.js,229,unknown,dataset_labeled,2581153ef3ae60ceaf593aebfdae71f4c8fbcc53fa85e5437386ce9d1977bf3a
agent_attributed_0170,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13288,test/spec/modules/intentIqAnalyticsAdapter_spec.js,229,unknown,dataset_labeled,2581153ef3ae60ceaf593aebfdae71f4c8fbcc53fa85e5437386ce9d1977bf3a
agent_attributed_0171,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13148,test/spec/modules/excoBidAdapter_spec.js,171,unknown,dataset_labeled,d165c284e36bb1475cf9c9b0f1275ff9298f9d1a4529b96b8b3f38a5a16839b7
agent_attributed_0172,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13469,metadata/compileMetadata.mjs,127,unknown,dataset_labeled,1ba3fe62f3c54a13c64cd1eb1257e4290c146c32f7a6894aa2f88a073dafcfd0
agent_attributed_0173,agent_attributed,javascript,Codehagen/Badget,https://api.github.com/repos/Codehagen/Badget,294,.content-collections/cache/content-collection-config.mjs,112,unknown,dataset_labeled,96be7c1c3c457f62176a7309f6f5cef45c885f0a753fbb8b8b86a6a5df599dd5
agent_attributed_0174,agent_attributed,javascript,CEPT-VZG/digipin,https://api.github.com/repos/CEPT-VZG/digipin,22,lib/core/decoder.js,154,unknown,dataset_labeled,bbb727845ec8d5d681cb17b2cd79a7d0cfb2618cd073e58b662f9ddec273b99a
agent_attributed_0175,agent_attributed,javascript,microsoft/vscode,https://api.github.com/repos/microsoft/vscode,251226,extensions/github-authentication/tmp/github.js,336,unknown,dataset_labeled,2ec1f7122fe8d38971d63ae9dfe0259206a35d22b94c4775bb412d8aeade032e
agent_attributed_0176,agent_attributed,javascript,microsoft/react-native-windows,https://api.github.com/repos/microsoft/react-native-windows,14830,vnext/src-win/Libraries/Components/TextInput/TextInput.flow.windows.js,1222,unknown,dataset_labeled,856dd148c3c5097dedad32f73ed10846b4461de0d3e4d7b6e3734a126d72a357
agent_attributed_0177,agent_attributed,javascript,CEPT-VZG/digipin,https://api.github.com/repos/CEPT-VZG/digipin,22,lib/utils/grid.js,256,unknown,dataset_labeled,2dd6144091ab5d982d5a354304933aa39ba4b4b875782b185fd9c99462a2cb34
agent_attributed_0178,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13307,test/spec/unit/core/adapterManager_spec.js,110,unknown,dataset_labeled,55a26f9542b2535e4fa0d78b1356c637ba019b506574b6ffeb29d1ce2ca6d9fe
agent_attributed_0179,agent_attributed,javascript,microsoft/TypeScript,https://api.github.com/repos/microsoft/TypeScript,61925,tests/baselines/reference/usingDeclarationsInForOfShadowing(target=es2022).js,140,unknown,dataset_labeled,81cd945d8130ddfa1c55974089ce624c82914cb5df2a615d76c4375821c3e752
agent_attributed_0180,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13230,test/spec/modules/excoBidAdapter_spec.js,171,unknown,dataset_labeled,d165c284e36bb1475cf9c9b0f1275ff9298f9d1a4529b96b8b3f38a5a16839b7
agent_attributed_0181,agent_attributed,javascript,Rello/analytics,https://api.github.com/repos/Rello/analytics,493,js/app.js,155,unknown,dataset_labeled,d505db095a6a59c8dd844630e4a1f951a2a8da677663a9e366a84a5b44c3b278
agent_attributed_0182,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13290,test/spec/modules/stvBidAdapter_spec.js,133,unknown,dataset_labeled,614e03b45dbdee9c9d7d1e22014b3b0b9427b60531a6504aa6e1c99ad6a02af0
agent_attributed_0183,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13228,modules/excoBidAdapter.js,243,unknown,dataset_labeled,4077a108aef67ab6756c40a917160399d0d2804f2c7886e05439a4568fb7a5cc
agent_attributed_0184,agent_attributed,javascript,artprima/prometheus-metrics-bundle,https://api.github.com/repos/artprima/prometheus-metrics-bundle,118,.github/scripts/capture-screenshots-playwright.js,254,unknown,dataset_labeled,d3cc35e563a2d9462365ea6d6126257e1a60200a31e0935328bbeac07dfb397c
agent_attributed_0185,agent_attributed,javascript,artprima/prometheus-metrics-bundle,https://api.github.com/repos/artprima/prometheus-metrics-bundle,118,.github/scripts/capture-screenshots-playwright.js,220,unknown,dataset_labeled,898ca3e655fcbd522810fa1d1660b7028ca21597a81684d92a8f65f51e339b0e
agent_attributed_0186,agent_attributed,javascript,artprima/prometheus-metrics-bundle,https://api.github.com/repos/artprima/prometheus-metrics-bundle,118,.github/scripts/capture-screenshots-playwright.js,216,unknown,dataset_labeled,6aa7ce873f7864ee23d964bcda0aeb33567424a16b3f0d1353b3eefae21213a1
agent_attributed_0187,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13229,test/spec/modules/excoBidAdapter_spec.js,171,unknown,dataset_labeled,d165c284e36bb1475cf9c9b0f1275ff9298f9d1a4529b96b8b3f38a5a16839b7
agent_attributed_0188,agent_attributed,javascript,zwave-js/zwave-js,https://api.github.com/repos/zwave-js/zwave-js,8018,packages/cc/src/cc/AssociationCC.js,755,unknown,dataset_labeled,e15ad62aa851582c8dba36a4b98522b57269e923576694495a3c181e958b93a2
agent_attributed_0189,agent_attributed,javascript,ruvnet/claude-flow,https://api.github.com/repos/ruvnet/claude-flow,267,src/cli/simple-commands/training.js,120,unknown,dataset_labeled,56257ca96be6bd6dc9daf456661d79145f7d02a253254633854d047e77bffd73
agent_attributed_0190,agent_attributed,javascript,SNGWN/Mobile-PT,https://api.github.com/repos/SNGWN/Mobile-PT,1,frida-scripts/universal/ssl-pinning-bypass.js,142,unknown,dataset_labeled,8c1f49c4efe010fde70744772ee518f93e467a82e3f04808c9395c4fc800d635
agent_attributed_0191,agent_attributed,javascript,Azure-Samples/azure-ai-travel-agents,https://api.github.com/repos/Azure-Samples/azure-ai-travel-agents,77,docs/.vuepress/config.js,100,unknown,dataset_labeled,26c023271fa1facb48dd5806b73ed9d81a34e10122dbb6dcc725b1343526fcdf
agent_attributed_0192,agent_attributed,javascript,kaichen/kimicc,https://api.github.com/repos/kaichen/kimicc,7,lib/utils.js,196,unknown,dataset_labeled,9d9a801991752fd344e90e9b4c3c5f0776f04e23acd625a699d863e9f964aadd
agent_attributed_0193,agent_attributed,javascript,kaichen/kimicc,https://api.github.com/repos/kaichen/kimicc,7,lib/utils.js,118,unknown,dataset_labeled,e1fcf9629b5012ab7c169eb2d63843131e08c7f6bde08ced0c2cf8515af1549e
agent_attributed_0194,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13298,modules/mediafuseBidAdapter.js,119,unknown,dataset_labeled,f33b38c586c0688f3ec769b1eab800634ffcf264d01a7acc2e2aa1bff6e23130
agent_attributed_0195,agent_attributed,javascript,SoftFever/OrcaSlicer,https://api.github.com/repos/SoftFever/OrcaSlicer,8624,resources/web/homepage/js/globalapi.js,249,unknown,dataset_labeled,daf15c1d6697a6d3bed2bd207526367fccdf6c4969881d3b6f18066a25afe531
agent_attributed_0196,agent_attributed,javascript,microsoft/genaiscript,https://api.github.com/repos/microsoft/genaiscript,1667,scripts/test-llmdata.mjs,106,unknown,dataset_labeled,25d0168c666b7a27f57b68de3770e53e3fdc0ed910285aa0edd23963fb807db3
agent_attributed_0197,agent_attributed,javascript,CEPT-VZG/digipin,https://api.github.com/repos/CEPT-VZG/digipin,22,lib/utils/geometry.js,249,unknown,dataset_labeled,742a2c1a9280b57f39bb393a8287e277aa5a8bab7e71e5226b080148fa3f94cf
agent_attributed_0198,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13464,test/spec/modules/sharethroughBidAdapter_spec.js,488,unknown,dataset_labeled,39c7133ceed4590becf7c4972e54c7369194376dce53319e96a65856607bc91c
agent_attributed_0199,agent_attributed,javascript,microsoft/vscode,https://api.github.com/repos/microsoft/vscode,251226,extensions/github-authentication/tmp/test/flows.test.js,179,unknown,dataset_labeled,bcc95533ca4e0bd7045d8429e8ad7ce1696ebe27e29227f8a9220e07a70d6c76
agent_attributed_0200,agent_attributed,javascript,tokens-studio/figma-plugin,https://api.github.com/repos/tokens-studio/figma-plugin,3380,packages/tokens-studio-for-figma/lcov-report/sorter.js,196,unknown,dataset_labeled,ff12d46365037d9cd0fe3d706b9169467757f2f2352689259684e75153d20067
agent_attributed_0201,agent_attributed,typescript,tech-systems/panes,https://api.github.com/repos/tech-systems/panes,254,src/modules/horizontal.ts,153,unknown,dataset_labeled,a67d5d01a72b0b19741b0934967a28d2b1a529ccd68fed749b9bd79d40c3be3c
agent_attributed_0202,agent_attributed,typescript,box/box-ui-elements,https://api.github.com/repos/box/box-ui-elements,3905,src/elements/content-sidebar/activity-feed/common/activity-message/ActivityMessage.tsx,120,unknown,dataset_labeled,3fe5c643773a799dc033e48346afb46225977593211045a06c759014cacf366c
agent_attributed_0203,agent_attributed,typescript,Cap-go/capgo,https://api.github.com/repos/Cap-go/capgo,1037,src/types/supabase.types.ts,264,unknown,dataset_labeled,e41ca83de369ad2a2a44a3ffae68b7a2c516614cfb451fc10c95b25fc5d5e470
agent_attributed_0204,agent_attributed,typescript,mochilang/mochi,https://api.github.com/repos/mochilang/mochi,9395,tests/dataset/tpc-ds/compiler/ts/q77.ts,145,unknown,dataset_labeled,fc31763c815111643f85a9e6c45ba77e130bc5a2e9de3974557f5ce39d981a34
agent_attributed_0205,agent_attributed,typescript,buster-so/buster,https://api.github.com/repos/buster-so/buster,544,apps/web/src/components/features/ShareMenu/ShareMenuContentBody.tsx,130,unknown,dataset_labeled,7a091f861e18bef64eddfe35134aeedc3a0186053cfff1be50de7bb67ebb3d30
agent_attributed_0206,agent_attributed,typescript,buster-so/buster,https://api.github.com/repos/buster-so/buster,544,apps/web/src/components/features/ShareMenu/ShareMenuContentBody.tsx,130,unknown,dataset_labeled,7a091f861e18bef64eddfe35134aeedc3a0186053cfff1be50de7bb67ebb3d30
